user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
PUB_SRR12799828_bin.39	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	76.77	11	0.98751	N/A
PUB_SRR12799829_bin.14	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.64	11	0.9622	N/A
PUB_SRR12799829_bin.19	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2882;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2882;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.64	11	0.98102	N/A
PUB_SRR12799830_bin.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Edaphocola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Edaphocola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.24	11	0.90751	N/A
PUB_SRR12799830_bin.22	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.8	11	0.98606	N/A
PUB_SRR12799831_bin.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.31	11	0.94466	N/A
PUB_SRR12799832_bin.18	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.26	11	0.96521	N/A
PUB_SRR12799832_bin.38	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__JALEVB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_022780745.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__JALEVB01;s__JALEVB01 sp022780745	87.13	0.373	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__JALEVB01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	93.84	11	0.98133	N/A
PUB_SRR12799832_bin.46	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	81.67	11	0.89311	N/A
PUB_SRR12799833_bin.31	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945832065.1, s__Faecousia sp945832065, 95.0, 88.38, 0.342; GCA_029225225.1, s__Faecousia sp029225225, 95.0, 87.85, 0.416; GCA_004556205.1, s__Faecousia sp004556205, 95.0, 85.24, 0.221	78.71	11	0.99129	N/A
PUB_SRR12799835_bin.29	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_016296045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp016296045	89.22	0.391	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	93.9	11	0.99366	N/A
PUB_SRR12960525_bin.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus_B;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.36	11	0.97503	N/A
PUB_SRR13517620_bin.26	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.43	11	0.97634	N/A
PUB_SRR13517623_bin.66	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.13	11	0.93874	N/A
PUB_SRR13517623_bin.7	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	76.95	11	0.90793	N/A
PUB_SRR13517627_bin.35	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.64	11	0.95329	N/A
PUB_SRR13517627_bin.40	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.14	11	0.98488	N/A
PUB_SRR13517628_bin.29	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA11540;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA11540;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	77.66	11	0.91012	N/A
PUB_SRR13517628_bin.5	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.74	11	0.94812	N/A
PUB_SRR13517630_bin.46	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA6414;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA6414;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	82.8	11	0.9799	N/A
PUB_SRR13517631_bin.57	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.6	11	0.9604	N/A
PUB_SRR13517633_bin.67	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004562765.1, s__W0P33-017 sp004562765, 95.0, 86.7, 0.326; GCA_945828315.1, s__W0P33-017 sp945828315, 95.0, 85.39, 0.24	73.09	11	0.98676	N/A
PUB_SRR13517635_bin.23	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1840;f__HGM11507;g__HGM11507;s__	N/A	N/A	N/A	N/A	N/A	GCF_018918095.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1840;f__HGM11507;g__HGM11507;s__HGM11507 sp900761005	88.55	0.464	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1840;f__HGM11507;g__HGM11507;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	94.98	11	0.97352	N/A
PUB_SRR13517635_bin.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	66.82	11	0.92055	N/A
PUB_SRR13517635_bin.99	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SFDP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004558185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SFDP01;s__SFDP01 sp004558185	84.76	0.228	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SFDP01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	90.43	11	0.98276	N/A
PUB_SRR13517636_bin.5	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.62	11	0.96007	N/A
PUB_SRR13517639_bin.51	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA11540;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA11540;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.86	11	0.90934	N/A
PUB_SRR13517641_bin.25	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_024506395.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A somerae_A	86.46	0.388	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_947038635.1, s__Cetobacterium_A sp947038635, 95.0, 86.7, 0.398; GCF_000479045.1, s__Cetobacterium_A somerae, 95.0, 85.97, 0.373; GCF_022430525.1, s__Cetobacterium_A sp905216205, 95.0, 85.86, 0.369; GCF_033962415.1, s__Cetobacterium_A colombiensis, 95.0, 84.16, 0.212; GCA_934085975.1, s__Cetobacterium_A sp934085975, 95.0, 84.06, 0.277; GCF_945952365.1, s__Cetobacterium_A sp945952365, 95.0, 83.36, 0.18	90.57	11	0.98994	N/A
PUB_SRR13517642_bin.10	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.81	11	0.94845	N/A
PUB_SRR13517644_bin.61	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.11	11	0.93892	N/A
PUB_SRR13517645_bin.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.86	11	0.95697	N/A
PUB_SRR13517646_bin.26	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.6	11	0.94805	N/A
PUB_SRR13517648_bin.30	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.94	11	0.98022	N/A
PUB_SRR13517648_bin.33	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.68	11	0.96607	N/A
PUB_SRR13517649_bin.40	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.58	11	0.97909	N/A
PUB_SRR13517653_bin.13	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.9	11	0.94796	N/A
PUB_SRR13517653_bin.38	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.43	11	0.98199	N/A
PUB_SRR13517653_bin.51	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	74.68	11	0.96903	N/A
PUB_SRR13517654_bin.73	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.28	11	0.99	N/A
PUB_SRR13517655_bin.18	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.61	11	0.92333	N/A
PUB_SRR13517655_bin.77	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__	N/A	N/A	N/A	N/A	N/A	GCA_022769565.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__UMGS363 sp022769565	90.87	0.539	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	94.38	11	0.98993	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
PUB_SRR13517656_bin.18	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.09	11	0.97219	N/A
PUB_SRR13517656_bin.30	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.86	11	0.94813	N/A
PUB_SRR18048904_bin.19	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Avoscillospira_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Avoscillospira_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.16	11	0.93181	N/A
PUB_SRR18048911_bin.20	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	92.45	11	0.84922	N/A
PUB_SRR7182039_bin.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022771625.1, s__Prevotella sp022771625, 95.0, 87.09, 0.341; GCA_945830345.1, s__Prevotella sp945830345, 95.0, 86.94, 0.315; GCA_945869265.1, s__Prevotella sp945869265, 95.0, 86.62, 0.367; GCA_022775105.1, s__Prevotella sp022775105, 95.0, 84.53, 0.157	77.9	11	0.99133	N/A
PUB_SRR8198108_bin.31	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	76.33	11	0.98814	N/A
PUB_SRR8198111_bin.6	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.35	11	0.98339	N/A
PUB_SRR8198113_bin.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.51	11	0.89869	N/A
PUB_SRR8198114_bin.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.53	11	0.92025	N/A
PUB_SRR8198115_bin.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.37	11	0.8989	N/A
PUB_SRR8198115_bin.6	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__	N/A	N/A	N/A	N/A	N/A	GCA_002298905.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__UBA710 sp002298905	89.15	0.466	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_949284615.1, s__UBA710 sp949284615, 95.0, 84.75, 0.154	72.68	4	0.99259	N/A
PUB_SRR8198123_bin.8	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__	N/A	N/A	N/A	N/A	N/A	GCA_002298905.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__UBA710 sp002298905	88.33	0.494	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_949284615.1, s__UBA710 sp949284615, 95.0, 84.98, 0.182	72.3	4	0.99242	N/A
PUB_SYZ.430_PAIR_bin.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAJUPY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_900768685.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAJUPY01;s__CAJUPY01 sp900768685	86.96	0.392	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAJUPY01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	87.13	11	0.99655	N/A
PUB_SYZ.635_PAIR_bin.23	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.66	11	0.98353	N/A
PUB_Tibetan.s1004M_bin.34	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__DTU072;g__CAG-1782;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__DTU072;g__CAG-1782;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.48	11	0.92844	N/A
